Match_ID,Blue_Team,Red_Team,Blue_Missing_Smite,Red_Missing_Smite,Blue_Win_Probability_%,Red_Win_Probability_%,Primary_Deciding_Factor,Factor_Impact
988,"Xayah, Rakan, Lux, Sivir, Dr. Mundo","Malphite, Viktor, Udyr, Kalista, Jayce",No,No,20.44,79.56,Red Draft Strength,18.13
989,"Kayle, Tryndamere, Kalista, Kennen, Talon","Heimerdinger, Trundle, Rakan, Nidalee, Renekton",No,No,68.17,31.83,Red Team Synergy,-13.42
990,"Yorick, Braum, Taliyah, Ornn, Alistar","Fiddlesticks, Rakan, Kha'Zix, LeBlanc, Dr. Mundo",No,No,16.92,83.08,Red Draft Strength,11.88
991,"Ornn, Illaoi, Malphite, Pantheon, Soraka","Miss Fortune, Katarina, Kindred, Varus, Singed",No,No,16.24,83.76,Blue Team Synergy,9.8
992,"Katarina, Varus, LeBlanc, Kennen, Renekton","Leona, Volibear, Kalista, Akali, None",YES,No,28.0,72.0,Severe Tactical Spell Error,-37.5
993,"Mordekaiser, Veigar, Nami, Dr. Mundo, Tahm Kench","Yorick, Poppy, Elise, Nidalee, Darius",No,No,63.52,36.48,Red Draft Strength,16.47
994,"Illaoi, Rengar, Zilean, Fiora, Nami","Thresh, Bard, Vladimir, Janna, Taric",No,No,77.48,22.52,Red Team Synergy,-11.08
995,"Akali, Cho'Gath, Gangplank, Darius, Graves","Twisted Fate, Lee Sin, Taric, None, Kog'Maw",No,YES,94.98,5.02,Severe Tactical Spell Error,37.5
996,"Amumu, Nocturne, Tristana, Fiddlesticks, Kayle","Syndra, Lux, Pantheon, Wukong, Braum",No,No,35.9,64.1,Blue Team Synergy,9.48
997,"Xerath, Jax, Ahri, Xayah, Lee Sin","Nasus, Azir, Rammus, LeBlanc, Ryze",No,No,58.08,41.92,Blue Counter-Pick Advantage,-21.52
998,"Xayah, Evelynn, Renekton, Yorick, Taric","Aatrox, Braum, Zilean, Trundle, Tristana",No,No,56.58,43.42,Blue Team Synergy,-6.68
999,"Nidalee, Rengar, Jax, Nocturne, Karma","Pantheon, Ezreal, Tahm Kench, Poppy, Azir",No,No,53.53,46.47,Red Draft Strength,18.6
1000,"Shen, None, Jax, Yorick, Rumble","Xayah, Trundle, Xerath, Irelia, Alistar",No,No,62.79,37.21,Blue Team Synergy,-12.84
